,Title,Price,Rooms,m2,Neighbourhood,Street,Posted days ago,Description,URL
186,1 værelses lejlighed på 31 m²,8.300,1,31,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009610
185,1 værelses lejlighed på 30 m²,8.300,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009611
184,1 værelses lejlighed på 30 m²,8.300,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009612
183,1 værelses lejlighed på 31 m²,8.500,1,31,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009613
182,1 værelses lejlighed på 30 m²,8.300,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009619
181,1 værelses lejlighed på 54 m²,9.100,1,54,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009620
180,1 værelses lejlighed på 30 m²,8.300,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009621
179,1 værelses lejlighed på 30 m²,8.500,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009623
162,1 værelses lejlighed på 43 m²,9.800,1,43,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009642
178,1 værelses lejlighed på 30 m²,8.500,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009625
176,1 værelses lejlighed på 30 m²,8.500,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009627
175,1 værelses lejlighed på 30 m²,8.500,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009628
174,1 værelses lejlighed på 30 m²,8.700,1,30,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009630
173,1 værelses lejlighed på 43 m²,9.800,1,43,København Ø,Teglværksgade,60,"ØSTERBRO STUDIO APARTMENTS MODERNE & URBANE SERVICE APARTMENTS PÅ DET ’NYE ØSTERBRO’. 165 studios med eget køkken & bad. Fællesopholds- og loungeområder. Reception. Hurtigt wifi i hele huset.  Fælles tagterrasse & solrigt gårdmiljø. Vaskeri. Parkering. Østerbro Studio Apartments er skabt i en designlinje med fokus på hjemmelighed og æstetik i international boutique stil. Hotellejlighederne er udstyret med eget specialdesignet køkken og bad fra Polyform. Østerbro Studio Apartments er beliggende på ydre Østerbro og består af 165 Studio lejligheder fordelt på 6 etager. Ejendommen byder på et urbant miljø med stort fælles gårdmiljø og stemningsfulde lounge områder. Hotellet består af fire forskellige bygninger i forskellige etager. Ejendommen har gennemgået en gennemgribende renovering og er nu omdannet til studiolejligheder  Indretning studios Studios er skabt med kontrastfuld designlinje udviklet specielt til ejendommen med afsæt i de historiske og industrielle rammer. Rummene præges af grafiske linjer i de store sorte vinduespartier i New Yorker stil, som karakteriserer og understreger ejendommens facade og udvendige udtryk. Studios varierer i størrelserne og kan beboes af 1-2 personer pr. studio. Studios er lyse og rummelige med de store New Yorker vinduer.  Urbane Østerbro med byliv & natur. Østerbro er kendt for sit rolige lokalsamfund & attraktive nærområde hvor lokale butikker, delikatesser & trendy restauranter ligger side om side. Kvarteret byder på en unik kombination af byliv og natur med mange grønne oaser, der står i kontrast til den urbane puls. Kvarteret Østerbro Studio Apartments ligger centralt på ’det nye Østerbro’ nær fælledparken & den nye Vibenshus Runddel metro. Et område der er i rivende udvikling. Østerbro Studio Apartments ligger med cykelafstand til Nørrebro, Søerne, Fælledparken & Indre By. Østerbrogade bidrager med pariserstemning med dens pulserende restaurant- og caféliv, mens grønne områder som Fælledparken inddrager naturen i hverdagen. Nær adressen finder du butikker og fitnesscenter.",boligportal.dk/lejebolig/dp/1-vaerelses-lejlighed-koebenhavn-oe/id-6009631
